base_strc,alloy,x,version,cation,cation_no,angle_label,angle_pair,bond_angle_deg
InN,Y,0.056,v0,In,20,N-In-N,1-4,110.924
InN,Y,0.056,v0,In,20,N-In-N,2-3,108.8391
InN,Y,0.056,v0,In,20,N-In-N,2-4,110.7279
InN,Y,0.056,v0,In,20,N-In-N,3-4,108.019
InN,Y,0.056,v0,In,21,N-In-N,1-2,110.5624
InN,Y,0.056,v0,In,21,N-In-N,1-3,110.5624
InN,Y,0.056,v0,In,21,N-In-N,1-4,107.5855
InN,Y,0.056,v0,In,21,N-In-N,2-3,110.1111
InN,Y,0.056,v0,In,21,N-In-N,2-4,108.9776
InN,Y,0.056,v0,In,21,N-In-N,3-4,108.9775
InN,Y,0.056,v0,In,22,N-In-N,1-2,112.7022
InN,Y,0.056,v0,In,22,N-In-N,1-3,107.3694
InN,Y,0.056,v0,In,22,N-In-N,1-4,111.012
InN,Y,0.056,v0,In,22,N-In-N,2-3,107.4558
InN,Y,0.056,v0,In,22,N-In-N,2-4,111.3356
InN,Y,0.056,v0,In,22,N-In-N,3-4,106.6294
InN,Y,0.056,v0,In,23,N-In-N,1-2,108.3422
InN,Y,0.056,v0,In,23,N-In-N,1-3,111.4232
InN,Y,0.056,v0,In,23,N-In-N,1-4,108.9452
InN,Y,0.056,v0,In,23,N-In-N,2-3,111.025
InN,Y,0.056,v0,In,23,N-In-N,2-4,109.1498
InN,Y,0.056,v0,In,23,N-In-N,3-4,107.9133
InN,Y,0.056,v0,In,24,N-In-N,1-2,109.2878
InN,Y,0.056,v0,In,24,N-In-N,1-3,108.1937
InN,Y,0.056,v0,In,24,N-In-N,1-4,111.3441
InN,Y,0.056,v0,In,24,N-In-N,2-3,108.9057
InN,Y,0.056,v0,In,24,N-In-N,2-4,111.4784
InN,Y,0.056,v0,In,24,N-In-N,3-4,107.533
InN,Y,0.056,v0,In,25,N-In-N,1-2,106.8271
InN,Y,0.056,v0,In,25,N-In-N,1-3,108.7114
InN,Y,0.056,v0,In,25,N-In-N,1-4,108.5547
InN,Y,0.056,v0,In,25,N-In-N,2-3,111.0147
InN,Y,0.056,v0,In,25,N-In-N,2-4,110.9764
InN,Y,0.056,v0,In,25,N-In-N,3-4,110.6242
InN,Y,0.056,v0,In,26,N-In-N,1-2,112.6006
InN,Y,0.056,v0,In,26,N-In-N,1-3,111.318
InN,Y,0.056,v0,In,26,N-In-N,1-4,107.3115
InN,Y,0.056,v0,In,26,N-In-N,2-3,111.3181
InN,Y,0.056,v0,In,26,N-In-N,2-4,107.3114
InN,Y,0.056,v0,In,26,N-In-N,3-4,106.6308
InN,Y,0.056,v0,In,27,N-In-N,1-2,109.3395
InN,Y,0.056,v0,In,27,N-In-N,1-3,112.4968
InN,Y,0.056,v0,In,27,N-In-N,1-4,107.8266
InN,Y,0.056,v0,In,27,N-In-N,2-3,111.3995
InN,Y,0.056,v0,In,27,N-In-N,2-4,108.3245
InN,Y,0.056,v0,In,27,N-In-N,3-4,107.2874
InN,Y,0.056,v0,In,28,N-In-N,1-2,109.2878
InN,Y,0.056,v0,In,28,N-In-N,1-3,108.1937
InN,Y,0.056,v0,In,28,N-In-N,1-4,111.344
InN,Y,0.056,v0,In,28,N-In-N,2-3,108.9057
InN,Y,0.056,v0,In,28,N-In-N,2-4,111.4784
InN,Y,0.056,v0,In,28,N-In-N,3-4,107.533
InN,Y,0.056,v0,In,29,N-In-N,1-2,108.436
