base_strc,alloy,x,version,cation,cation_no,anion,bond_label,bond_index,bond_length_A
GaN,B,0.056,v2,Ga,10,N,Ga-N,4,1.969621
GaN,B,0.056,v2,Ga,11,N,Ga-N,1,1.904504
GaN,B,0.056,v2,Ga,11,N,Ga-N,2,1.968288
GaN,B,0.056,v2,Ga,11,N,Ga-N,3,1.979095
GaN,B,0.056,v2,Ga,11,N,Ga-N,4,1.997594
GaN,B,0.056,v2,Ga,12,N,Ga-N,1,1.92425
GaN,B,0.056,v2,Ga,12,N,Ga-N,2,1.931105
GaN,B,0.056,v2,Ga,12,N,Ga-N,3,1.931106
GaN,B,0.056,v2,Ga,12,N,Ga-N,4,1.933244
GaN,B,0.056,v2,Ga,13,N,Ga-N,1,1.925546
GaN,B,0.056,v2,Ga,13,N,Ga-N,2,1.926905
GaN,B,0.056,v2,Ga,13,N,Ga-N,3,1.932431
GaN,B,0.056,v2,Ga,13,N,Ga-N,4,1.952807
GaN,B,0.056,v2,Ga,14,N,Ga-N,1,1.93957
GaN,B,0.056,v2,Ga,14,N,Ga-N,2,1.961512
GaN,B,0.056,v2,Ga,14,N,Ga-N,3,1.961618
GaN,B,0.056,v2,Ga,14,N,Ga-N,4,1.982361
GaN,B,0.056,v2,Ga,15,N,Ga-N,1,1.911117
GaN,B,0.056,v2,Ga,15,N,Ga-N,2,1.941655
GaN,B,0.056,v2,Ga,15,N,Ga-N,3,1.947727
GaN,B,0.056,v2,Ga,15,N,Ga-N,4,1.992253
GaN,B,0.056,v2,Ga,16,N,Ga-N,1,1.92555
GaN,B,0.056,v2,Ga,16,N,Ga-N,2,1.926906
GaN,B,0.056,v2,Ga,16,N,Ga-N,3,1.932429
GaN,B,0.056,v2,Ga,16,N,Ga-N,4,1.952806
GaN,B,0.056,v2,Ga,17,N,Ga-N,1,1.929241
GaN,B,0.056,v2,Ga,17,N,Ga-N,2,1.929949
GaN,B,0.056,v2,Ga,17,N,Ga-N,3,1.92995
GaN,B,0.056,v2,Ga,17,N,Ga-N,4,1.935091
GaN,B,0.056,v2,Ga,18,N,Ga-N,1,1.923211
GaN,B,0.056,v2,Ga,18,N,Ga-N,2,1.928039
GaN,B,0.056,v2,Ga,18,N,Ga-N,3,1.964917
GaN,B,0.056,v2,Ga,18,N,Ga-N,4,1.990545
GaN,B,0.056,v2,Ga,19,N,Ga-N,1,1.911117
GaN,B,0.056,v2,Ga,19,N,Ga-N,2,1.941657
GaN,B,0.056,v2,Ga,19,N,Ga-N,3,1.947724
GaN,B,0.056,v2,Ga,19,N,Ga-N,4,1.992252
GaN,B,0.056,v2,Ga,20,N,Ga-N,1,1.911176
GaN,B,0.056,v2,Ga,20,N,Ga-N,2,1.921042
GaN,B,0.056,v2,Ga,20,N,Ga-N,3,1.921042
GaN,B,0.056,v2,Ga,20,N,Ga-N,4,1.921208
GaN,B,0.056,v2,Ga,21,N,Ga-N,1,1.939573
GaN,B,0.056,v2,Ga,21,N,Ga-N,2,1.96151
GaN,B,0.056,v2,Ga,21,N,Ga-N,3,1.961617
GaN,B,0.056,v2,Ga,21,N,Ga-N,4,1.982363
GaN,B,0.056,v2,Ga,22,N,Ga-N,1,1.923205
GaN,B,0.056,v2,Ga,22,N,Ga-N,2,1.92804
GaN,B,0.056,v2,Ga,22,N,Ga-N,3,1.964922
GaN,B,0.056,v2,Ga,22,N,Ga-N,4,1.990544
GaN,B,0.056,v2,Ga,23,N,Ga-N,1,1.929269
GaN,B,0.056,v2,Ga,23,N,Ga-N,2,1.931379
GaN,B,0.056,v2,Ga,23,N,Ga-N,3,1.933389
GaN,B,0.056,v2,Ga,23,N,Ga-N,4,1.942504
GaN,B,0.056,v2,Ga,24,N,Ga-N,1,1.925202
GaN,B,0.056,v2,Ga,24,N,Ga-N,2,1.926912
GaN,B,0.056,v2,Ga,24,N,Ga-N,3,1.932253
GaN,B,0.056,v2,Ga,24,N,Ga-N,4,1.95073
GaN,B,0.056,v2,Ga,25,N,Ga-N,1,1.91852
GaN,B,0.056,v2,Ga,25,N,Ga-N,2,1.91852
GaN,B,0.056,v2,Ga,25,N,Ga-N,3,1.949706
GaN,B,0.056,v2,Ga,25,N,Ga-N,4,1.968926
GaN,B,0.056,v2,Ga,26,N,Ga-N,1,1.919765
GaN,B,0.056,v2,Ga,26,N,Ga-N,2,1.919877
GaN,B,0.056,v2,Ga,26,N,Ga-N,3,1.9729
GaN,B,0.056,v2,Ga,26,N,Ga-N,4,1.988625
GaN,B,0.056,v2,Ga,27,N,Ga-N,1,1.92927
GaN,B,0.056,v2,Ga,27,N,Ga-N,2,1.931381
